,Unnamed: 0,Title,Star_1,Star_2,Star_3,Star_4,Genre_1,Genre_2,Genre_3,Release Year,IMDb Rating,Director_Name,Runtime,imageURL,combined_features
240,388,Animal Factory,Willem Dafoe, Edward Furlong, Danny Trejo, Mark Boone Junior,Crime, Drama, Action,2000,6.3,Steve Buscemi,94,https://m.media-amazon.com/images/M/MV5BNzYxYTIyNTMtMWE4NC00ZTc3LTg5NTAtY2U1Yjg0ZGE1ZDFiXkEyXkFqcGdeQXVyNzgzODI1OTE@._V1_.jpg,Willem Dafoe  Edward Furlong  Danny Trejo  Mark Boone Junior Steve Buscemi
241,389,Kabhi Khushi Kabhie Gham,Shah Rukh Khan, Amitabh Bachchan, Hrithik Roshan, Kajol,Comedy, Drama, Action,2001,7.735,Karan Johar,209,https://m.media-amazon.com/images/M/MV5BOTQ5Nzc3NzAtMzZlMS00ZWJjLWIxMGMtNDU4ZTQ1NmNjMjc5XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_.jpg,Shah Rukh Khan  Amitabh Bachchan  Hrithik Roshan  Kajol Karan Johar
242,390,Kabhi Haan Kabhi Naa,Shah Rukh Khan, Suchitra Krishnamoorthi, Deepak Tijori, Satish Shah,Comedy, Drama, Music,1994,6.8,Vijay Krishna Acharya,158,https://m.media-amazon.com/images/M/MV5BYmFjYTRmMzctNWU5YS00MjY2LTg4Y2EtZDZkMWI0YjIzMjVlXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_.jpg,Shah Rukh Khan  Suchitra Krishnamoorthi  Deepak Tijori  Satish Shah Vijay Krishna Acharya
243,391,Kabhi Alvida Naa Kehna,Shah Rukh Khan, Rani Mukerji, Preity Zinta, Abhishek Bachchan,Drama, Romance,unknown,2006,6,Tarun Mansukhani,193,https://m.media-amazon.com/images/M/MV5BNjllNTM0ZWQtMDMyOS00Yzc5LWFlNGYtNTA3MzY0ZjY5YWRiXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_.jpg,Shah Rukh Khan  Rani Mukerji  Preity Zinta  Abhishek Bachchan Tarun Mansukhani
244,392,Kabhi Kabhie,Amitabh Bachchan, Shashi Kapoor, Rishi Kapoor, Rakhee Gulzar,Drama, Romance, Action,1976,6.188,Yash Chopra,177,https://m.media-amazon.com/images/M/MV5BMTkxNzhkNTgtY2E0NS00ZDUzLTliOTMtZDE5MWRhMDkxZTdlXkEyXkFqcGdeQXVyNTkzNDQ4ODc@._V1_.jpg,Amitabh Bachchan  Shashi Kapoor  Rishi Kapoor  Rakhee Gulzar Yash Chopra
245,397,Dhilluku Dhuddu,Santhanam, Anchal Singh, Karunas, Rajendran,Comedy, Horror,unknown,2016,4.8,Zion,133,https://m.media-amazon.com/images/M/MV5BNjViY2NhYjctNTFmMC00ZGQ4LWJjMGYtY2IwODU5MTllYjg2XkEyXkFqcGdeQXVyMTEzNzg0Mjkx._V1_.jpg,Santhanam  Anchal Singh  Karunas  Rajendran Zion
246,401,Kal Ho Naa Ho,Shah Rukh Khan, Preity Zinta, Saif Ali Khan, Jaya Bachchan,Comedy, Drama, Romance,2003,7.461,Arjun Kapoor,187,https://m.media-amazon.com/images/M/MV5BYmVjNDIxODAtNWZiZi00ZDBlLWJmOTUtNDNjMGExNTViMzE1XkEyXkFqcGdeQXVyNTE0MDc0NTM@._V1_.jpg,Shah Rukh Khan  Preity Zinta  Saif Ali Khan  Jaya Bachchan Arjun Kapoor
247,403,Lakshmi,Monali Thakur, Satish Kaushik, Ram Kapoor, Nagesh Kukunoor,Drama,unknown,unknown,2014,6.5,Nagesh Kukunoor,115,https://m.media-amazon.com/images/M/MV5BMWQ0MmQyOTUtOTJiYi00YTkxLWE2MzYtYjM0MjAyODZkNzMxXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_.jpg,Monali Thakur  Satish Kaushik  Ram Kapoor  Nagesh Kukunoor Nagesh Kukunoor
250,407,Namo Bhoothathma 2,Komal Kumar, Lekha Chandra, Monika, Govinde Gowda,Horror, Comedy,unknown,2023,0,unknown,90,https://m.media-amazon.com/images/M/MV5BM2E2MzgyZDEtMDFiNS00MGY0LWI4NzUtODJmZTQyOWU0NWY3XkEyXkFqcGdeQXVyNjY0OTkzMjk@._V1_FMjpg_UX1000_.jpg,Komal Kumar  Lekha Chandra  Monika  Govinde Gowda unknown
251,411,Spider-Man: Homecoming,Michael Keaton, Tom Holland, Marisa Tomei, Robert Downey Jr.,Action, Adventure, Sci-Fi,2017,7.339,Kerry Lyn McKissick,133,https://m.media-amazon.com/images/M/MV5BODY2MTAzOTQ4M15BMl5BanBnXkFtZTgwNzg5MTE0MjI@._V1_.jpg,Michael Keaton  Tom Holland  Marisa Tomei  Robert Downey Jr. Kerry Lyn McKissick
252,412,Petta,Rajinikanth, Vijay Sethupathi, Nawazuddin Siddiqui, Bobby Simha,Drama, Action,unknown,2019,7.2,Karthik Subbaraj,172,https://m.media-amazon.com/images/M/MV5BNDc4OTA4NjctMWVhZS00OTJmLThlYjgtYTQ0MGFiYWQ5Yjg1XkEyXkFqcGdeQXVyODIwMDI1NjM@._V1_.jpg,Rajinikanth  Vijay Sethupathi  Nawazuddin Siddiqui  Bobby Simha Karthik Subbaraj
253,414,Pudhupettai,Dhanush, Sneha, N. Azhagamperumal, Sonia Agarwal,Action, Drama, Crime,2006,7.7,Selvaraghavan,179,https://i.scdn.co/image/ab67616d0000b2739aaf33eabf53468f161ca1de,Dhanush  Sneha  N. Azhagamperumal  Sonia Agarwal Selvaraghavan
254,416,Agni Pankh,Jimmy Shergill, Sameer Dharmadhikari, Rahul Dev, Shamita Shetty,Action, Drama, Romance,2004,7,Sanjeev Puri,90,https://m.media-amazon.com/images/M/MV5BMjUxZmE5MWUtNzM5Yy00NzZhLWFjYTgtNzFmZGMxZWRkNjU4L2ltYWdlXkEyXkFqcGdeQXVyMTk2NTY2Njc@._V1_.jpg,Jimmy Shergill  Sameer Dharmadhikari  Rahul Dev  Shamita Shetty Sanjeev Puri
255,417,Agni Pareeksha,Amol Palekar, Parikshit Sahni, Rameshwari,unknown,Crime, Drama,unknown,1981,6,unknown,130,https://m.media-amazon.com/images/M/MV5BYzljYjllYzUtMGRkMi00NjUyLWE0ZjItYjkwNDMzODgzMWM2XkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_.jpg,Amol Palekar  Parikshit Sahni  Rameshwari unknown unknown
256,419,Agni Sakshi,Nana Patekar, Jackie Shroff, Manisha Koirala, Divya Dutta,Drama, Thriller, Musical,1996,6.75,Partho Ghosh,142,https://m.media-amazon.com/images/M/MV5BNmYxNzBkZjAtZDVlYy00ZjFkLWE0NTktYTc5NWRlNzI4MGRkXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_.jpg,Nana Patekar  Jackie Shroff  Manisha Koirala  Divya Dutta Partho Ghosh
257,423,Ramaleela,Dileep, Kalabhavan Shajon, Radhika Sarathkumar, Prayaga Martin,Thriller, Drama,unknown,2017,6.5,Arun Gopy,158,https://m.media-amazon.com/images/M/MV5BYzc4MzdhNzgtNjFmZS00MDhjLWEwMWItZTZjNTFkYzU3Y2Q2XkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_.jpg,Dileep  Kalabhavan Shajon  Radhika Sarathkumar  Prayaga Martin Arun Gopy
258,429,Jai Lava Kusa,N.T. Rama Rao Jr., Nivetha Thomas, Raashi Khanna, Ronit Roy,Action, Thriller, Drama,2017,6.4,Bobby Kolli,150,https://m.media-amazon.com/images/M/MV5BOTk5NzI0Y2ItNmJiNC00MGVmLTllZTQtMDBjZjNhOGY0NGFiXkEyXkFqcGdeQXVyODM1NTI2NDI@._V1_.jpg,N.T. Rama Rao Jr.  Nivetha Thomas  Raashi Khanna  Ronit Roy Bobby Kolli
259,444,Naa Nuvve,Tamanna Bhatia, Kalyan Ram, Vennela Kishore, Posani Krishna Murali,Romance, Comedy,unknown,2018,8,Jayendra,125,https://m.media-amazon.com/images/M/MV5BYzAzZTI5MjUtZWIzMS00MDM1LWFmYjQtMzdhZGE5MzJmYTc2XkEyXkFqcGdeQXVyNTgxODY5ODI@._V1_.jpg,Tamanna Bhatia  Kalyan Ram  Vennela Kishore  Posani Krishna Murali Jayendra
260,445,Bāhubali: The Beginning,Prabhas, Rana Daggubati, Tamannaah Bhatia, Anushka Shetty,Action, Adventure, Fantasy,2015,7.555,S.S. Rajamouli,159,https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p11546593_p_v8_af.jpg,Prabhas  Rana Daggubati  Tamannaah Bhatia  Anushka Shetty Ashwin Gangaraju
261,446,Bāhubali 2: The Conclusion,Prabhas, Rana Daggubati, Sathyaraj, Anushka Shetty,Action, Drama, Fantasy,2017,7.2,S.S. Rajamouli,168,https://m.media-amazon.com/images/M/MV5BMjNhM2UxMTEtYTgzNi00YmM0LWI5ZTAtMmZjYjM1NDIwMTgxXkEyXkFqcGdeQXVyODIwMDI1NjM@._V1_.jpg,Prabhas  Rana Daggubati  Sathyaraj  Anushka Shetty Lee Whittaker
262,447,Baahubali: The Lost Legends,Viraj Adhav, Manoj Pandey, Manini Mishra, Manini M. Mishra,Animation, Action, Adventure,2017,7.4,unknown,23,https://m.media-amazon.com/images/M/MV5BYWU3M2U0M2MtZDUwNS00YTk3LTg1NDMtMWIzMzFiOWY4MDI5XkEyXkFqcGdeQXVyMTUyNjc3NDQ4._V1_.jpg,Viraj Adhav  Manoj Pandey  Manini Mishra  Manini M. Mishra unknown
263,448,Sri Bharatha Baahubali,Chikkanna, Achyuth Kumar, Manju Mandavya, Sarah Harish,Comedy, Romance,unknown,2020,0,Manju Mandavya,164,https://m.media-amazon.com/images/M/MV5BNDdhYThmZjYtNDVjYy00Y2YyLWJlMzQtZjIwZDQxYjA2MzJkXkEyXkFqcGdeQXVyNjY0OTkzMjk@._V1_.jpg,Chikkanna  Achyuth Kumar  Manju Mandavya  Sarah Harish Manju Mandavya
264,453,Orey Bujjiga,Raj Tarun, Malavika Nair, Heeba Patel, Posani Krishna Murali,Drama, Romance, Action,2020,6,Vijay Kumar Konda,164,https://m.media-amazon.com/images/M/MV5BMGQzYmI3MjMtZTI1OS00MmJkLWE5NDYtMTQ4ZDFhODA1MGI4XkEyXkFqcGdeQXVyNDc2NzU1MTA@._V1_.jpg,Raj Tarun  Malavika Nair  Heeba Patel  Posani Krishna Murali Vijay Kumar Konda
265,456,The Adventures of Milo and Otis,Dudley Moore, Kyoko Koizumi, Milo, Otis,Adventure, Drama, Family,1986,6.6,Masanori Hata,90,https://m.media-amazon.com/images/M/MV5BZGRjZGEwZTctMmRmYy00YmI1LTgwOGItZmE5ZmNjYmRhOWI4XkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_.jpg,Dudley Moore  Kyoko Koizumi  Milo  Otis Masanori Hata
266,457,Mushrooms,Paoli Dam, Tómas Lemarquis, Sudipto Mukherjee, Sumeet Thakur,Drama,unknown,unknown,2013,4.1,Vimukthi Jayasundara,90,https://m.media-amazon.com/images/M/MV5BNWI4NTU5ZWItZWY5Zi00MDc3LWFmY2EtY2U5ZDJhNWNiNTY0XkEyXkFqcGdeQXVyNjA3OTI5MjA@._V1_.jpg,Paoli Dam  Tómas Lemarquis  Sudipto Mukherjee  Sumeet Thakur Vimukthi Jayasundara
267,458,Chatrapathi,Bellamkonda Srinivas, Nushrratt Bharuccha, Sharad Kelkar, Bhagyashree,Action, Drama,unknown,2023,0,V. V. Vinayak,124,https://m.media-amazon.com/images/M/MV5BOTA0YTViMGUtM2E3ZS00ODkwLWEzYTctNWI5OWY0M2RhZDcxXkEyXkFqcGdeQXVyMTA1NTY0NzQ0._V1_.jpg,Bellamkonda Srinivas  Nushrratt Bharuccha  Sharad Kelkar  Bhagyashree V. V. Vinayak
271,461,Student Services,Déborah François, Mathieu Demy, Alain Cauchi, Benjamin Siksou,Drama, Action, Romance,2010,5.126,Emmanuelle Bercot,101,https://m.media-amazon.com/images/M/MV5BZjU5YTg1NTctNjVlMy00ZWQwLTk1ZTEtYjU0YzdlZDU0Mzg0XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_.jpg,Déborah François  Mathieu Demy  Alain Cauchi  Benjamin Siksou Emmanuelle Bercot
272,462,Student of the Year,Sidharth Malhotra, Alia Bhatt, Varun Dhawan, Rishi Kapoor,Comedy, Drama, Music,2012,5.8,Karan Johar,146,https://m.media-amazon.com/images/M/MV5BZWY2Y2I2YTUtYWE1Yi00OGE5LTgyOTEtNDIyYzUyZjM5Yzk0XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_.jpg,Sidharth Malhotra  Alia Bhatt  Varun Dhawan  Rishi Kapoor Karan Johar
273,463,Student Bodies,Kristen Riter, Matthew Goldsby, Jerry Belson, Joe Flood,Comedy, Horror, Mystery,1981,5.7,Mickey Rose,86,https://m.media-amazon.com/images/M/MV5BNTRmOWY0NmYtNGIzYi00NzBlLTk0ZmItOGVhNjlmYTQ2OGFmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,Kristen Riter  Matthew Goldsby  Jerry Belson  Joe Flood Mickey Rose
274,464,Student of the Year 2,Tiger Shroff, Ananya Pandey, Tara Sutaria, Aditya Seal,Romance, Comedy, Drama,2019,4.2,Punit Malhotra,146,https://m.media-amazon.com/images/M/MV5BNmFiNjRlODUtNjRiZi00ZDQ0LTk3ZDItZDhjNmU5N2RkNGNjXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_.jpg,Tiger Shroff  Ananya Pandey  Tara Sutaria  Aditya Seal Punit Malhotra
275,465,The Student,Viktoriya Isakova, Petr Skvortsov, Yuliya Aug, Aleksandra Revenko,Drama,unknown,unknown,2016,6.5,Kirill Serebrennikov,118,https://m.media-amazon.com/images/M/MV5BMjI3NTM3NzgyNl5BMl5BanBnXkFtZTgwNzE1OTc1MDI@._V1_.jpg,Viktoriya Isakova  Petr Skvortsov  Yuliya Aug  Aleksandra Revenko Kirill Serebrennikov
277,466,Student Body,Montse Hernandez, Cheyenne Haynes, Anthony Keyvan, Harley Quinn Smith,Horror, Thriller, Action,2022,4.5,Lee Ann Kurr,88,https://m.media-amazon.com/images/M/MV5BMjJmNWYzMWItM2JhMi00YzczLWFkZTItZmVjN2ZhNmZmMDRhXkEyXkFqcGdeQXVyNTA4NDgzMw@@._V1_.jpg,Montse Hernandez  Cheyenne Haynes  Anthony Keyvan  Harley Quinn Smith Lee Ann Kurr
280,468,The Student Nurses,Elaine Giftos, Karen Carlson, Brioni Farrell, Barbara Leigh,Drama,unknown,unknown,1970,5.3,Stephanie Rothman,89,https://m.media-amazon.com/images/M/MV5BMTM5NDA5MzMtYmUzYi00YjhjLThjMTQtMDhhYThmNDEwYzM0XkEyXkFqcGdeQXVyMTU2NTE5NDU@._V1_.jpg,Elaine Giftos  Karen Carlson  Brioni Farrell  Barbara Leigh Stephanie Rothman
281,469,The Big Boss,Bruce Lee, Maria Yi, James Tien Chuen, Marilyn Bautista,Action, Crime, Drama,1971,7.14,Chih Yao-Chang,99,https://m.media-amazon.com/images/M/MV5BZGNjNjBmZjMtMDU1Zi00ODczLTlhZTMtMDk3NjM0MjgxMGFjXkEyXkFqcGdeQXVyNjc5NjEzNA@@._V1_.jpg,Bruce Lee  Maria Yi  James Tien Chuen  Marilyn Bautista Chih Yao-Chang
284,472,Big Time Gambling Boss,Koji Tsuruta, Sumiko Fuji, Hiroko Sakuramachi, Hiroshi Nawa,Drama, Crime, Thriller,1968,6.9,Kōsaku Yamashita,95,https://m.media-amazon.com/images/M/MV5BYjMzZmNjYTctMTk4Zi00OWFjLTg5MjMtNzE5MmM4MGViZmIzXkEyXkFqcGdeQXVyNTc2NDA0NTE@._V1_.jpg,Koji Tsuruta  Sumiko Fuji  Hiroko Sakuramachi  Hiroshi Nawa Kōsaku Yamashita
288,477,Jai Bhim,Suriya, Lijomol Jose, Baby Joshika Maya, K. Manikandan,Crime, Drama, Mystery,2021,7.467,T. J. Gnanavel,164,https://m.media-amazon.com/images/M/MV5BNzFkM2FhMzQtYjUwZi00N2Y3LWFkZWItMmZmMjQxNGQwZmNhXkEyXkFqcGdeQXVyODEyNjEwMDk@._V1_.jpg,Suriya  Lijomol Jose  Baby Joshika Maya  K. Manikandan T. J. Gnanavel
289,478,I Want to Live!,Susan Hayward, Simon Oakland, Virginia Vincent, Theodore Bikel,Crime, Drama, Action,1958,6.915,Robert Wise,120,https://m.media-amazon.com/images/M/MV5BMTY2MzMwNzgzNF5BMl5BanBnXkFtZTcwOTk2MTI0NA@@._V1_.jpg,Susan Hayward  Simon Oakland  Virginia Vincent  Theodore Bikel Robert Wise
290,479,Jailangkung: Sandekala,Syifa Hadju, Dwi Sasono, Titi Kamal, Giulio Parengkuan,Horror,unknown,unknown,2022,7,Kimo Stamboel,92,https://m.media-amazon.com/images/M/MV5BNWUwYzc4YjYtNTQyNi00NDcxLTlhNDAtYWRkODgwYzcyYzYwXkEyXkFqcGdeQXVyMTEzMTI1Mjk3._V1_.jpg,Syifa Hadju  Dwi Sasono  Titi Kamal  Giulio Parengkuan Kimo Stamboel
291,480,The Available Wife,Terayle Hill, Roger Guenveur Smith, Clifton Powell, KJ Smith,Drama, Action,unknown,2020,4,Jamal Hill,100,https://m.media-amazon.com/images/M/MV5BN2MyZGMxOWQtNDc5Ny00NmRkLWFjYzYtZGExNWUzZTQ3MWY1XkEyXkFqcGdeQXVyMTIxOTI1ODQw._V1_.jpg,Terayle Hill  Roger Guenveur Smith  Clifton Powell  KJ Smith Jamal Hill
292,481,Naa Saami Ranga,Nagarjuna Akkineni, Allari Naresh, Raj Tarun, Ashika Ranganath,Action,unknown,unknown,2024,1,Vijay Binni,90,https://m.media-amazon.com/images/M/MV5BZjVjNjJkMWQtZWMxMS00M2VmLWFlMzEtNjgwZjMwMzNkOWVhXkEyXkFqcGdeQXVyMTUzNTgzNzM0._V1_.jpg,Nagarjuna Akkineni  Allari Naresh  Raj Tarun  Ashika Ranganath Vijay Binni
293,485,Gaami,Vishwak Sen, Mohammad Samad, Harika Pedada, Chandini Chowdary,Adventure, Thriller, Sci-Fi,2024,7,Abhilash J.,147,https://m.media-amazon.com/images/M/MV5BMGZkODY0NzEtYTI0MC00OWZkLWFlNjQtZWY1MGNhNDcwZDg3XkEyXkFqcGdeQXVyMTUzNTgzNzM0._V1_.jpg,Vishwak Sen  Mohammad Samad  Harika Pedada  Chandini Chowdary Abhilash J.
294,487,Rangasthalam,Ram Charan, Samantha Akkineni, Aadhi Pinisetty, Jagapati Babu,Action, Drama,unknown,2018,6.6,Sukumar,179,https://m.media-amazon.com/images/M/MV5BMjQ1MjFkN2EtOTU4NS00NDkzLThhNzItODkzYWNjZDMxZjE0XkEyXkFqcGdeQXVyNTgxODY5ODI@._V1_.jpg,Ram Charan  Samantha Akkineni  Aadhi Pinisetty  Jagapati Babu Sukumar
295,489,Beyond the Reef,Dayton Ka'ne, Maren Jensen, Keahi Farden, Kathleen Swan,Romance, Adventure,unknown,1979,5.5,Frank C. Clarke,91,https://m.media-amazon.com/images/M/MV5BY2RhMWE2Y2EtMmI4MC00MzEwLWJhYWEtYjMyMjlmNGQ4OTJhXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_.jpg,Dayton Ka'ne  Maren Jensen  Keahi Farden  Kathleen Swan Frank C. Clarke
296,490,Maha Samudram,Siddharth, Sharwanand, Aditi Rao Hydari, Anu Emmanuel,Drama, Action,unknown,2021,6.3,Venkat Nag,152,https://m.media-amazon.com/images/M/MV5BY2Y2Y2ZiMjMtMjZiZS00N2E1LWE4N2ItZDA2NDMyZjlmNDkyXkEyXkFqcGdeQXVyMTEzNzg0Mjkx._V1_.jpg,Siddharth  Sharwanand  Aditi Rao Hydari  Anu Emmanuel Venkat Nag
297,491,Maha,Hansika Motwani, Manasvi Kottachi, Silambarasan, Srikanth,Crime, Mystery, Thriller,2022,1,Mani Maran Seenivasan,109,https://m.media-amazon.com/images/M/MV5BZjMxNjZhNzktNGRhZC00YzNmLWEwZTMtN2NhMWZjZjJkYTVlXkEyXkFqcGdeQXVyMTY0MDk0NjE3._V1_.jpg,Hansika Motwani  Manasvi Kottachi  Silambarasan  Srikanth Mani Maran Seenivasan
298,492,Maharani Kottai,Richard Rishi, Senthil, Ganja Karuppu, Powerstar Srinivasan,Drama,unknown,unknown,2015,0.5,unknown,unknown,https://m.media-amazon.com/images/S/pv-target-images/d91e46e98792e5a40ff8be7d7ba67720a44e9ddbbc904967d73fab6a2a3659c2.jpg,Richard Rishi  Senthil  Ganja Karuppu  Powerstar Srinivasan unknown
299,493,The Lord of the Rings: The Return of the King,Elijah Wood, Sean Astin, Viggo Mortensen, Ian McKellen,Adventure, Fantasy, Action,2003,8.477,Peter Jackson,201,https://m.media-amazon.com/images/M/MV5BNzA5ZDNlZWMtM2NhNS00NDJjLTk4NDItYTRmY2EwMWZlMTY3XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_.jpg,Elijah Wood  Sean Astin  Viggo Mortensen  Ian McKellen Peter Jackson
300,495,Dunki,Shah Rukh Khan, Taapsee Pannu, Vikram Kochhar, Anil Grover,Comedy, Drama, Action,2023,6.292,Rajkumar Hirani,159,https://m.media-amazon.com/images/M/MV5BMzQ0NDRhNmItYzllYS00NDdlLTk0YTctZDQ5YmFkYjdkNDcyXkEyXkFqcGdeQXVyNTYwMzA0MTM@._V1_.jpg,Shah Rukh Khan  Taapsee Pannu  Vikram Kochhar  Anil Grover Rajkumar Hirani
301,496,Dunkirk,Fionn Whitehead, Tom Hardy, Mark Rylance, Kenneth Branagh,War, Action, Drama,2017,7.455,Steve Gehrke,107,https://m.media-amazon.com/images/M/MV5BN2YyZjQ0NTEtNzU5MS00NGZkLTg0MTEtYzJmMWY3MWRhZjM2XkEyXkFqcGdeQXVyMDA4NzMyOA@@._V1_.jpg,Fionn Whitehead  Tom Hardy  Mark Rylance  Kenneth Branagh Steve Gehrke
307,502,Too Hot to Handle,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,unknown,unknown,https://m.media-amazon.com/images/M/MV5BYzNkMmY0MWQtMzY1Mi00MTFlLWIxMTgtNGI5NTA3OGY0ZTc3XkEyXkFqcGdeQXVyMzQ2MDI5NjU@._V1_.jpg,unknown unknown unknown unknown unknown
315,510,"Lust, Caution",Tony Leung Chiu-Wai, Tang Wei, Joan Chen, Leehom Wang,Action, Drama, Romance,2007,7.1,Ang Lee,156,https://m.media-amazon.com/images/M/MV5BMTg2MGJjYmQtY2RjNy00NjczLWJlNDYtOWIzOGE2NGRjN2RhXkEyXkFqcGdeQXVyNjc3MjQzNTI@._V1_.jpg,Tony Leung Chiu-Wai  Tang Wei  Joan Chen  Leehom Wang Ang Lee
316,511,All Things Fair,Johan Widerberg, Marika Lagercrantz, Tomas von Brömssen, Karin Huldt,Drama, Romance, War,1995,6.533,Bo Widerberg,125,https://m.media-amazon.com/images/M/MV5BNDY0ZDRmYTItYjZiYi00MTAyLTkxNWMtZTQxMWIyNzcyMzk2XkEyXkFqcGdeQXVyMTMwOTMzNzU@._V1_.jpg,Johan Widerberg  Marika Lagercrantz  Tomas von Brömssen  Karin Huldt Bo Widerberg
317,512,Teen Lust,Cary Elwes, Emmanuelle Vaugier, Kristin Bauer, Jon Cor,Comedy, Horror, Action,2014,4.8,Blaine Thurier,80,https://m.media-amazon.com/images/M/MV5BYTUyZTFiYmQtZDhhZC00YjhkLWJjNTktNjFlMjBkNTgwNjE3XkEyXkFqcGdeQXVyNDgyODgxNjE@._V1_.jpg,Cary Elwes  Emmanuelle Vaugier  Kristin Bauer  Jon Cor Blaine Thurier
318,513,Lust for a Vampire,Ralph Bates, Barbara Jefford, Suzanna Leigh, Michael Johnson,Horror,unknown,unknown,1971,6.6,Jimmy Sangster,91,https://m.media-amazon.com/images/M/MV5BZmIyY2VjYTItZDZlOS00MGZhLWE1Y2QtMjE2OTZkZDI3M2UzXkEyXkFqcGdeQXVyMTAxMDQ0ODk@._V1_.jpg,Ralph Bates  Barbara Jefford  Suzanna Leigh  Michael Johnson Jimmy Sangster
319,515,Lust for Life,Kirk Douglas, Anthony Quinn, James Donald, Pamela Brown,Drama, Action, Biography,1956,7.2,Vincente Minnelli,122,https://m.media-amazon.com/images/M/MV5BMjQ1ODAxYTAtOTc5YS00MTYzLWExMmItMGU0NWM4MjE0NDBjXkEyXkFqcGdeQXVyMTU3NDU4MDg2._V1_.jpg,Kirk Douglas  Anthony Quinn  James Donald  Pamela Brown Vincente Minnelli
320,516,Lust Stories,Radhika Apte, Akash Thosar, Randeep Jha, Bhumi Pednekar,Drama, Romance,unknown,2018,6.2,Dibakar Banerjee,120,https://m.media-amazon.com/images/M/MV5BMTgwNTQ4NDAyN15BMl5BanBnXkFtZTgwNjMwMzQ3NTM@._V1_.jpg,Radhika Apte  Akash Thosar  Randeep Jha  Bhumi Pednekar Dibakar Banerjee
321,517,Lust Stories 2,Neena Gupta, Mrunal Thakur, Tamannaah Bhatia, Kajol,Drama, Romance, Action,2023,5.544,R. Balki,132,https://m.media-amazon.com/images/M/MV5BMzhmOGQxMjQtYmFkOC00MTc0LTk2N2UtMTc4NzVlNzcyNWNlXkEyXkFqcGdeQXVyMTU2MTIyODU2._V1_.jpg,Neena Gupta  Mrunal Thakur  Tamannaah Bhatia  Kajol R. Balki
322,523,Kisah Tanah Jawa: Pocong Gundul,Deva Mahenra, Della Dartyan, Iwa K, Muhammad Abe Baasyin,Horror,unknown,unknown,2023,1,Awi Suryadi,90,https://m.media-amazon.com/images/M/MV5BM2E5MDc5NjgtMGEzNi00MzBlLThkMjQtMzQwZTVlNDNjY2ZlXkEyXkFqcGdeQXVyNzEzNjU1NDg@._V1_.jpg,Deva Mahenra  Della Dartyan  Iwa K  Muhammad Abe Baasyin Awi Suryadi
323,526,Rahenge Sadaa Gardish Mein Taare,Rajesh Khera, Sonali Kulkarni, Arif Zakaria,unknown,Drama,unknown,unknown,2017,5,Saif Hyder Hasan,70,https://m.media-amazon.com/images/M/MV5BZjMwYTRmMWEtMDcxNi00YmMwLTk0MTQtZDUwNmU4YTI3YmRkXkEyXkFqcGdeQXVyNjM2MTI2MzA@._V1_.jpg,Rajesh Khera  Sonali Kulkarni  Arif Zakaria unknown Saif Hyder Hasan
324,527,Stranger Things - Season 1,Millie Bobby Brown, Finn Wolfhard, Noah Schnapp, Caleb McLaughlin,Horror, Sci-Fi,unknown,2016,7.7,Matt Duffer,90,https://m.media-amazon.com/images/I/71M7PiUlN9L.jpg,Millie Bobby Brown  Finn Wolfhard  Noah Schnapp  Caleb McLaughlin Matt Duffer
325,528,The Stranger,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,unknown,unknown,https://m.media-amazon.com/images/M/MV5BNWNlYzA2OWUtMWE1Mi00ZjMyLWExY2ItZDVlZmQ0YTMyZmEyXkEyXkFqcGdeQXVyMjYwNDA2MDE@._V1_.jpg,unknown unknown unknown unknown unknown
327,529,Stranger in the Woods,Holly Kenney, Brendin Brown, Teddy Spencer, Paris Nicole,Horror, Thriller,unknown,2024,5.2,Adam Newacheck,82,https://m.media-amazon.com/images/M/MV5BOWIyNzBiNzYtZDBlNS00NjEyLTk0YTItMzkyNzJmMjJiM2UzXkEyXkFqcGdeQXVyNzc0MTgzMzU@._V1_.jpg,Holly Kenney  Brendin Brown  Teddy Spencer  Paris Nicole Adam Newacheck
